run_accession	experiment_accession	ena_biosample	secondary_sample	ngdc_biosample	submitted_sample_name	subject_id	published_group	group_evidence	specimen	site	platform	layout	read_length	compressed_bytes	md5	fastq_ftp	host_depletion_provenance	pilot_biological_eligibility
DRR770831	DRX749809	SAMD01673575	DRS538386	SAMC5008680	BALF_218	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	184097544	dc005dfae0197dddaea248eb24cfe247	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770831/DRR770831.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770833	DRX749811	SAMD01673577	DRS538388	SAMC5008682	BALF_220	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	57383042	612d4f44823b00d17def214e62ddc1aa	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770833/DRR770833.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770832	DRX749810	SAMD01673576	DRS538387	SAMC5008681	BALF_219	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	239502373	0037b60c1ae7fd169345bcc053ae3774	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770832/DRR770832.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770834	DRX749812	SAMD01673578	DRS538389	SAMC5008683	BALF_221	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	27809835	9fd1824ec770304a8fdf436deb5e1d60	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770834/DRR770834.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770837	DRX749815	SAMD01673581	DRS538392	SAMC5008686	BALF_224	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	59888049	4d6983fa9c9e7a7c696d378edb7c19ba	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770837/DRR770837.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770835	DRX749813	SAMD01673579	DRS538390	SAMC5008684	BALF_222	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	48732657	64b93786989005aa19274728f7b8d80d	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770835/DRR770835.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770838	DRX749816	SAMD01673582	DRS538393	SAMC5008687	BALF_225	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	45709806	827ff4e03610ab0a4582a804ee257bdf	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770838/DRR770838.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770839	DRX749817	SAMD01673583	DRS538394	SAMC5008688	BALF_226	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	47008516	edfe6d85083b384bcfe3e9e9aeda9080	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770839/DRR770839.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770841	DRX749819	SAMD01673585	DRS538396	SAMC5008690	BALF_228	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	57840757	cf57f64e53ca14a29d3f1234559aa1fb	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770841/DRR770841.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
DRR770843	DRX749821	SAMD01673587	DRS538398	SAMC5008692	BALF_230	UNRESOLVED	UNRESOLVED	No direct run/BioSample-to-clinical-row key in public metadata	BALF	Zengcheng Branch of Nanfang Hospital, Southern Medical University	NextSeq 550	SINGLE	40	84488017	6792627ff50df68c1782f6b24bee8ac3	ftp.sra.ebi.ac.uk/vol1/fastq/DRR770/DRR770843/DRR770843.fastq.gz	Specimen nuclease depletion and paper-level hg38 subtraction reported; deposited-file state unresolved	NO
