diagnosis	species	context	group_detected	group_total	group_detect_rate	rest_detected	rest_total	rest_detect_rate	detect_rate_delta	group_median_fraction	rest_median_fraction	median_fraction_delta	fisher_p	bh_fdr	priority_score
Lung cancer	Burkholderia stagnalis	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Cloacibacterium caeni	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Comamonas aquatica	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Desulfovibrio sp. G11	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Finegoldia magna	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Haemophilus pittmaniae	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Hydrogenophilus thermoluteolus	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Klebsiella variicola	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Kocuria rosea	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Leptotrichia hofstadii	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Metamycoplasma orale	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Mycobacterium sp. YC-RL4	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Neisseria animalis	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Neisseria brasiliensis	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Neisseria sp. KEM232	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Neisseria weixii	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Paracoccus sp. Arc7-R13	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Proteus penneri	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Psychrobacter sanguinis	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Schlegelella aquatica	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Serratia marcescens	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Sphingobium yanoikuyae	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Sphingomonas sanguinis	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Sphingomonas sp. NIC1	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Staphylococcus pasteuri	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Treponema sp. OMZ 305	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Uruburuella suis	other_taxon	2	122	0.01639	2	278	0.00719	0.00920	0.00000000	0.00000000	0.00000000	0.588711	1	0.09200
Lung cancer	Acinetobacter johnsonii	other_taxon	9	122	0.07377	18	278	0.06475	0.00902	0.00000000	0.00000000	0.00000000	0.828909	1	0.09020
Lung cancer	Streptococcus cristatus	other_taxon	9	122	0.07377	18	278	0.06475	0.00902	0.00000000	0.00000000	0.00000000	0.828909	1	0.09020
Lung cancer	Campylobacter concisus	other_taxon	16	122	0.13115	34	278	0.12230	0.00885	0.00000000	0.00000000	0.00000000	0.869746	1	0.08850
Lung cancer	Corynebacterium kefirresidentii	other_taxon	5	122	0.04098	9	278	0.03237	0.00861	0.00000000	0.00000000	0.00000000	0.768402	1	0.08610
Lung cancer	Neisseria meningitidis	other_taxon	5	122	0.04098	9	278	0.03237	0.00861	0.00000000	0.00000000	0.00000000	0.768402	1	0.08610
Lung cancer	Capnocytophaga sputigena	other_taxon	12	122	0.09836	25	278	0.08993	0.00843	0.00000000	0.00000000	0.00000000	0.851623	1	0.08430
Lung cancer	Prevotella histicola	other_taxon	12	122	0.09836	25	278	0.08993	0.00843	0.00000000	0.00000000	0.00000000	0.851623	1	0.08430
Lung cancer	Treponema denticola	other_taxon	12	122	0.09836	25	278	0.08993	0.00843	0.00000000	0.00000000	0.00000000	0.851623	1	0.08430
Lung cancer	Dolosigranulum pigrum	other_taxon	4	122	0.03279	7	278	0.02518	0.00761	0.00000000	0.00000000	0.00000000	0.742004	1	0.07610
Lung cancer	Sphingomonas melonis	other_taxon	4	122	0.03279	7	278	0.02518	0.00761	0.00000000	0.00000000	0.00000000	0.742004	1	0.07610
Lung cancer	Streptococcus toyakuensis	other_taxon	11	122	0.09016	23	278	0.08273	0.00743	0.00000000	0.00000000	0.00000000	0.846254	1	0.07430
Lung cancer	Aggregatibacter sp. Marseille-P9115	other_taxon	3	122	0.02459	5	278	0.01799	0.00660	0.00000000	0.00000000	0.00000000	0.704134	1	0.06600
Lung cancer	Burkholderia multivorans	other_taxon	3	122	0.02459	5	278	0.01799	0.00660	0.00000000	0.00000000	0.00000000	0.704134	1	0.06600
Lung cancer	Streptococcus mutans	other_taxon	3	122	0.02459	5	278	0.01799	0.00660	0.00000000	0.00000000	0.00000000	0.704134	1	0.06600
Lung cancer	Lautropia mirabilis	other_taxon	10	122	0.08197	21	278	0.07554	0.00643	0.00000000	0.00000000	0.00000000	0.840309	1	0.06430
Lung cancer	Lancefieldella parvula	other_taxon	6	122	0.04918	12	278	0.04317	0.00601	0.00000000	0.00000000	0.00000000	0.796291	1	0.06010
Lung cancer	Streptococcus anginosus	other_taxon	6	122	0.04918	12	278	0.04317	0.00601	0.00000000	0.00000000	0.00000000	0.796291	1	0.06010
Lung cancer	Aggregatibacter sp. oral taxon 513	other_taxon	2	122	0.01639	3	278	0.01079	0.00560	0.00000000	0.00000000	0.00000000	0.642978	1	0.05600
Lung cancer	Capsicum annuum	other_taxon	2	122	0.01639	3	278	0.01079	0.00560	0.00000000	0.00000000	0.00000000	0.642978	1	0.05600
Lung cancer	Corynebacterium striatum	other_taxon	2	122	0.01639	3	278	0.01079	0.00560	0.00000000	0.00000000	0.00000000	0.642978	1	0.05600
Lung cancer	Cutibacterium modestum	other_taxon	2	122	0.01639	3	278	0.01079	0.00560	0.00000000	0.00000000	0.00000000	0.642978	1	0.05600
Lung cancer	Deinococcus wulumuqiensis	other_taxon	2	122	0.01639	3	278	0.01079	0.00560	0.00000000	0.00000000	0.00000000	0.642978	1	0.05600
Lung cancer	Desulfobulbus oralis	other_taxon	2	122	0.01639	3	278	0.01079	0.00560	0.00000000	0.00000000	0.00000000	0.642978	1	0.05600
Lung cancer	Eikenella exigua	other_taxon	2	122	0.01639	3	278	0.01079	0.00560	0.00000000	0.00000000	0.00000000	0.642978	1	0.05600
Lung cancer	Escherichia coli	other_taxon	2	122	0.01639	3	278	0.01079	0.00560	0.00000000	0.00000000	0.00000000	0.642978	1	0.05600
Lung cancer	Leptotrichia buccalis	other_taxon	2	122	0.01639	3	278	0.01079	0.00560	0.00000000	0.00000000	0.00000000	0.642978	1	0.05600
Lung cancer	Neisseria bacilliformis	other_taxon	2	122	0.01639	3	278	0.01079	0.00560	0.00000000	0.00000000	0.00000000	0.642978	1	0.05600
Lung cancer	Ottowia sp. oral taxon 894	other_taxon	2	122	0.01639	3	278	0.01079	0.00560	0.00000000	0.00000000	0.00000000	0.642978	1	0.05600
Lung cancer	Pseudomonas alcaligenes	other_taxon	2	122	0.01639	3	278	0.01079	0.00560	0.00000000	0.00000000	0.00000000	0.642978	1	0.05600
Lung cancer	Selenomonas sp. oral taxon 136	other_taxon	2	122	0.01639	3	278	0.01079	0.00560	0.00000000	0.00000000	0.00000000	0.642978	1	0.05600
Lung cancer	Stutzerimonas stutzeri	other_taxon	2	122	0.01639	3	278	0.01079	0.00560	0.00000000	0.00000000	0.00000000	0.642978	1	0.05600
Lung cancer	Tropheryma whipplei	other_taxon	2	122	0.01639	3	278	0.01079	0.00560	0.00000000	0.00000000	0.00000000	0.642978	1	0.05600
Lung cancer	Zea mays	other_taxon	2	122	0.01639	3	278	0.01079	0.00560	0.00000000	0.00000000	0.00000000	0.642978	1	0.05600
Lung cancer	Neisseria macacae	other_taxon	5	122	0.04098	10	278	0.03597	0.00501	0.00000000	0.00000000	0.00000000	0.78073	1	0.05010
Lung cancer	Streptococcus intermedius	other_taxon	5	122	0.04098	10	278	0.03597	0.00501	0.00000000	0.00000000	0.00000000	0.78073	1	0.05010
Lung cancer	Fusobacterium hwasookii	other_taxon	4	122	0.03279	8	278	0.02878	0.00401	0.00000000	0.00000000	0.00000000	0.761238	1	0.04010
Lung cancer	Aggregatibacter segnis	other_taxon	3	122	0.02459	6	278	0.02158	0.00301	0.00000000	0.00000000	0.00000000	1	1	0.03010
Lung cancer	Eikenella corrodens	other_taxon	3	122	0.02459	6	278	0.02158	0.00301	0.00000000	0.00000000	0.00000000	1	1	0.03010
Lung cancer	Ralstonia insidiosa	other_taxon	3	122	0.02459	6	278	0.02158	0.00301	0.00000000	0.00000000	0.00000000	1	1	0.03010
Lung cancer	Streptococcus sp. oral taxon 061	other_taxon	10	122	0.08197	22	278	0.07914	0.00283	0.00000000	0.00000000	0.00000000	1	1	0.02830
Lung cancer	Veillonella rogosae	other_taxon	13	122	0.10656	29	278	0.10432	0.00224	0.00000000	0.00000000	0.00000000	1	1	0.02240
Lung cancer	Acinetobacter sp. MYb10	other_taxon	2	122	0.01639	4	278	0.01439	0.00200	0.00000000	0.00000000	0.00000000	1	1	0.02000
Lung cancer	Acinetobacter sp. TTH0-4	other_taxon	2	122	0.01639	4	278	0.01439	0.00200	0.00000000	0.00000000	0.00000000	1	1	0.02000
Lung cancer	Human gammaherpesvirus 4	other_taxon	2	122	0.01639	4	278	0.01439	0.00200	0.00000000	0.00000000	0.00000000	1	1	0.02000
Lung cancer	Neomicrococcus aestuarii	other_taxon	2	122	0.01639	4	278	0.01439	0.00200	0.00000000	0.00000000	0.00000000	1	1	0.02000
Lung cancer	Porphyromonas somerae	other_taxon	2	122	0.01639	4	278	0.01439	0.00200	0.00000000	0.00000000	0.00000000	1	1	0.02000
Lung cancer	Prevotella buccalis	other_taxon	2	122	0.01639	4	278	0.01439	0.00200	0.00000000	0.00000000	0.00000000	1	1	0.02000
Lung cancer	Schaalia meyeri	other_taxon	2	122	0.01639	4	278	0.01439	0.00200	0.00000000	0.00000000	0.00000000	1	1	0.02000
Lung cancer	Sphingomonas sp. LK11	other_taxon	2	122	0.01639	4	278	0.01439	0.00200	0.00000000	0.00000000	0.00000000	1	1	0.02000
Lung cancer	Metamycoplasma salivarium	other_taxon	5	122	0.04098	11	278	0.03957	0.00142	0.00000000	0.00000000	0.00000000	1	1	0.01420
Lung cancer	Achromobacter xylosoxidans	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Acidovorax sp. JMULE5	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Acinetobacter ursingii	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Actinomyces sp. HMT 175	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Actinomyces viscosus	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Aeromonas salmonicida	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Bacillus cereus	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Bacteroides fragilis	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Bacteroides xylanisolvens	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Brevundimonas pondensis	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Burkholderia cepacia	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Burkholderia contaminans	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Caldibacillus thermoamylovorans	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Campylobacter curvus	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Conchiformibius steedae	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Corynebacterium diphtheriae	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Corynebacterium resistens	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Enterococcus casseliflavus	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Kingella potus	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Kocuria rhizophila	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Lacticaseibacillus paracasei	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Leptotrichia sp. oral taxon 218	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Leptotrichia sp. oral taxon 847	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Mesorhizobium terrae	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Neisseria chenwenguii	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Nicotiana attenuata	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Novosphingobium sp. EMRT-2	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Phocaeicola vulgatus	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Porphyromonas asaccharolytica	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Pseudomonas chengduensis	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Pseudomonas oleovorans	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Pseudomonas sp. phDV1	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Pseudoprevotella muciniphila	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Ralstonia solanacearum	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Ralstonia sp. 56D2	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Sphingomonas sp. AAP5	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Streptococcus agalactiae	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Streptococcus pyogenes	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Treponema putidum	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Uruburuella testudinis	other_taxon	1	122	0.00820	2	278	0.00719	0.00100	0.00000000	0.00000000	0.00000000	1	1	0.01000
Lung cancer	Porphyromonas gingivalis	other_taxon	15	122	0.12295	34	278	0.12230	0.00065	0.00000000	0.00000000	0.00000000	1	1	0.00650
Lung cancer	Capnocytophaga ochracea	other_taxon	4	122	0.03279	9	278	0.03237	0.00041	0.00000000	0.00000000	0.00000000	1	1	0.00410
Lung cancer	Corynebacterium propinquum	other_taxon	4	122	0.03279	9	278	0.03237	0.00041	0.00000000	0.00000000	0.00000000	1	1	0.00410
Lung cancer	Prevotella multiformis	other_taxon	4	122	0.03279	9	278	0.03237	0.00041	0.00000000	0.00000000	0.00000000	1	1	0.00410
Lung cancer	Treponema socranskii	other_taxon	4	122	0.03279	9	278	0.03237	0.00041	0.00000000	0.00000000	0.00000000	1	1	0.00410
Lung cancer	Homo sapiens	background_or_low_specificity	122	122	1.00000	278	278	1.00000	0.00000	0.24664000	0.30430500	-0.05766500	1	1	24.66400
Lung cancer	Toxoplasma gondii	background_or_low_specificity	122	122	1.00000	278	278	1.00000	0.00000	0.17249000	0.23212500	-0.05963500	1	1	17.24900
Lung cancer	Streptococcus australis	other_taxon	7	122	0.05738	16	278	0.05755	-0.00018	0.00000000	0.00000000	0.00000000	1	1	-0.00180
Lung cancer	Acinetobacter guillouiae	other_taxon	3	122	0.02459	7	278	0.02518	-0.00059	0.00000000	0.00000000	0.00000000	1	1	-0.00590
Lung cancer	Aggregatibacter aphrophilus	other_taxon	3	122	0.02459	7	278	0.02518	-0.00059	0.00000000	0.00000000	0.00000000	1	1	-0.00590
Lung cancer	Prevotella dentalis	other_taxon	3	122	0.02459	7	278	0.02518	-0.00059	0.00000000	0.00000000	0.00000000	1	1	-0.00590
Lung cancer	Streptococcus sp. 1643	other_taxon	3	122	0.02459	7	278	0.02518	-0.00059	0.00000000	0.00000000	0.00000000	1	1	-0.00590
Lung cancer	Streptococcus gwangjuense	other_taxon	10	122	0.08197	23	278	0.08273	-0.00077	0.00000000	0.00000000	0.00000000	1	1	-0.00770
Lung cancer	Kingella denitrificans	other_taxon	2	122	0.01639	5	278	0.01799	-0.00159	0.00000000	0.00000000	0.00000000	1	1	-0.01590
Lung cancer	Sphingobium sp. YG1	other_taxon	2	122	0.01639	5	278	0.01799	-0.00159	0.00000000	0.00000000	0.00000000	1	1	-0.01590
Lung cancer	Streptococcus sp. oral taxon 064	other_taxon	2	122	0.01639	5	278	0.01799	-0.00159	0.00000000	0.00000000	0.00000000	1	1	-0.01590
Lung cancer	Treponema sp. OMZ 857	other_taxon	2	122	0.01639	5	278	0.01799	-0.00159	0.00000000	0.00000000	0.00000000	1	1	-0.01590
Lung cancer	Bergeyella cardium	other_taxon	1	122	0.00820	3	278	0.01079	-0.00259	0.00000000	0.00000000	0.00000000	1	1	-0.02590
Lung cancer	Bulleidia sp. zg-1006	other_taxon	1	122	0.00820	3	278	0.01079	-0.00259	0.00000000	0.00000000	0.00000000	1	1	-0.02590
Lung cancer	Burkholderia cenocepacia	other_taxon	1	122	0.00820	3	278	0.01079	-0.00259	0.00000000	0.00000000	0.00000000	1	1	-0.02590
Lung cancer	Candidatus Nanosynbacter lyticus	other_taxon	1	122	0.00820	3	278	0.01079	-0.00259	0.00000000	0.00000000	0.00000000	1	1	-0.02590
Lung cancer	Cutibacterium avidum	other_taxon	1	122	0.00820	3	278	0.01079	-0.00259	0.00000000	0.00000000	0.00000000	1	1	-0.02590
Lung cancer	Cutibacterium granulosum	other_taxon	1	122	0.00820	3	278	0.01079	-0.00259	0.00000000	0.00000000	0.00000000	1	1	-0.02590
Lung cancer	Desulfomicrobium orale	other_taxon	1	122	0.00820	3	278	0.01079	-0.00259	0.00000000	0.00000000	0.00000000	1	1	-0.02590
Lung cancer	Kingella oralis	other_taxon	1	122	0.00820	3	278	0.01079	-0.00259	0.00000000	0.00000000	0.00000000	1	1	-0.02590
Lung cancer	Leptotrichia sp. oral taxon 498	other_taxon	1	122	0.00820	3	278	0.01079	-0.00259	0.00000000	0.00000000	0.00000000	1	1	-0.02590
Lung cancer	Paraburkholderia aromaticivorans	other_taxon	1	122	0.00820	3	278	0.01079	-0.00259	0.00000000	0.00000000	0.00000000	1	1	-0.02590
Lung cancer	Porphyromonas crevioricanis	other_taxon	1	122	0.00820	3	278	0.01079	-0.00259	0.00000000	0.00000000	0.00000000	1	1	-0.02590
Lung cancer	Prevotella bryantii	other_taxon	1	122	0.00820	3	278	0.01079	-0.00259	0.00000000	0.00000000	0.00000000	1	1	-0.02590
Lung cancer	Selenomonas timonae	other_taxon	1	122	0.00820	3	278	0.01079	-0.00259	0.00000000	0.00000000	0.00000000	1	1	-0.02590
Lung cancer	Streptococcus milleri	other_taxon	1	122	0.00820	3	278	0.01079	-0.00259	0.00000000	0.00000000	0.00000000	1	1	-0.02590
Lung cancer	Streptococcus pseudoporcinus	other_taxon	1	122	0.00820	3	278	0.01079	-0.00259	0.00000000	0.00000000	0.00000000	1	1	-0.02590
Lung cancer	Treponema sp. OMZ 906	other_taxon	1	122	0.00820	3	278	0.01079	-0.00259	0.00000000	0.00000000	0.00000000	1	1	-0.02590
Lung cancer	Streptococcus gordonii	other_taxon	8	122	0.06557	19	278	0.06835	-0.00277	0.00000000	0.00000000	0.00000000	1	1	-0.02770
Lung cancer	Neisseria sp. oral taxon 014	other_taxon	4	122	0.03279	10	278	0.03597	-0.00318	0.00000000	0.00000000	0.00000000	1	1	-0.03180
Lung cancer	Streptococcus lactarius	other_taxon	4	122	0.03279	10	278	0.03597	-0.00318	0.00000000	0.00000000	0.00000000	1	1	-0.03180
Lung cancer	Prevotella nigrescens	other_taxon	18	122	0.14754	42	278	0.15108	-0.00354	0.00000000	0.00000000	0.00000000	1	1	-0.03540
Lung cancer	Cucurbita pepo	background_or_low_specificity	7	122	0.05738	17	278	0.06115	-0.00377	0.00000000	0.00000000	0.00000000	1	1	-0.03770
Lung cancer	Cupriavidus sp. EM10	other_taxon	7	122	0.05738	17	278	0.06115	-0.00377	0.00000000	0.00000000	0.00000000	1	1	-0.03770
Lung cancer	Filifactor alocis	other_taxon	7	122	0.05738	17	278	0.06115	-0.00377	0.00000000	0.00000000	0.00000000	1	1	-0.03770
Lung cancer	Cutibacterium acnes	other_taxon	21	122	0.17213	49	278	0.17626	-0.00413	0.00000000	0.00000000	0.00000000	1	1	-0.04130
